name,rules,date,source
mahkruk,"The game is played on an uncheckered board of 8 by 8 squares.

King — “Khun” — Lord
Moves exactly the same as the king in western chess: one space in any direction. He does not have the power to castle.	move of the king 'khun' or lord in makruk (Thai chess)

Queen — “Met” — Seed
Moves only one space diagonally. This is the move of the piece in the queen’s place, found in most ancient forms of chess.	move of the queen 'met' or seed in makruk (Thai chess)
Bishop — “Khon” — Nobleman
Moves one space diagonally or one space forward. This move is found in Japanese chess, and in other chess variants of Southeast Asia.	move of the bishop 'khon' or nobleman in makruk (Thai chess)
Knight — “Ma” — Horse
Moves two spaces forward, backward, right or left, plus one space at a right angle. This is the only piece allowed to jump over any intervening piece in its path. It has exactly the same move as the knight in western chess.	move of the knight 'ma' or horse in makruk (Thai chess)
Rook — “Rua” — Boat
Moves as many spaces as desired forward, backward, right or left. Can not leap over any pieces. This move is exactly the same as that of the western rook.	move of the rook 'rua' or boat in makruk (Thai chess)
Pawn — “Bia” — Cowry Shell
When moving normally, this piece moves one step forward; but it captures by moving one step forward-diagonally. Exactly like the western pawn, but with no power to move two spaces on its first move.	move of the pawn 'bia' or cowry shell in makruk (Thai chess)

Promoted Pawn — “Biagai” — (Promoted Cowry)

When the pawn reaches the 6th row (i.e., the opponent’s 3rd row), it is flipped over and its move is changed to the move of the queen (met): one space in any diagonal direction.	move of the promoted pawn 'biagai'  in makruk (Thai chess)
a sample line-up of Thai chessmen

Did you notice that the king, queen and bishop are essentially the same shape, but different in size? Even the rook is similar, but a more squat figure. It may be confusing at first, but you will get used to distinguishing them.

Captures

All pieces capture by moving onto the square of an enemy piece and removing that piece from the board. Only the pawn has a special move for capturing; all others use their normal moves to capture.

Check and Checkmate

When a player’s king is threatened with capture (in check), he must move in such a way that the king is no longer threatened. If he can not, he is in checkmate, and the game is lost. If, however, the player finds that any move he makes will put his king in check, but he in not in check at the moment, this is a stalemate, and the game is a draw.

Drawn Games

Many games of makruk end in draws, and this is because of special rules in the endgame which permit the disadvantaged player to claim a draw in very peculiar, and sometimes rather complex, ways. The back panel of this brochure explains the special drawn game rules.

Special Drawn Game Rules

When you find yourself with a less powerful group of pieces than your opponent, there are two special rules which may draw the game:

I. The Board’s Honor Rule

If there are no unpromoted pawns on the board, and you are at a distinct disadvantage, you may begin counting your moves aloud up to 64 (the number of squares on the board). If you are able to make the 65th move and you haven’t been checkmated, the game is a draw.

II. The Pieces’ Honor Rule

Watch for the situation in which (1) you have a lone king with no remaining pieces and, at the same time (2) there are no unpromoted pawns on the board. At that moment (when your last piece is taken, or your opponent’s last pawn is promoted), you must stop and do some figuring. Follow this system carefully, and you may be able to claim a draw.

1. Find the move count number in this way. First ask,
(1) Does the opponent have 2 rooks? If so, the number is 8.
If not, go to the next question:
(2) Does he have 1 rook? If so the number is 16.
Continue to ask, in this order, until you get an affirmative answer:
(3) 2 bishops? If so, it’s 22; (4) 2 knights? If so, it’s 32;
(5) 1 bishop? If so, it’s 44; (6) any pieces at all? If so, it’s 64.

2. Now that you have the move count number, count all of the pieces on the board, including all of your opponents pieces, his king and your king. For instance if he has 1 rook, 2 bishops, 2 promoted pawns and a king, against your lone king, you count up to 7. (In this example the move count number is 16.)

3. Now, as you make your move (finally, after all that calculating), begin counting from where you left off. In the example above, your move will be counted “8.” You continue to count all of your own moves (in this example, ...9, 10, 11…) up to the move count number (in this example ...16). If you reach the move count number without being checkmated, your opponent has one final move to deliver checkmate. If he can not — congratulations — you’ve drawn the game!

",600,https://boardgamegeek.com/boardgame/5364/makruk
sepak takraw," NUMBER OF PLAYERS PER TEAM.
Only a total of 3 people and one reserve player.
One of the players are behind named as skipper (tekong).
Two others are in front of the left one (Surround Left) and another on the right (Right Surround).
Players can switch positions during game play.

3. COUNT POINTS SYSTEM
When things are done by either cancel the kick-off or receive the kick-off, one point will be awarded to the opponent, including doing the next kickoff.
Maximum victory points for each set is 21 points.
Games run in 2 sets with 2-minute breaks in between.
When standing at 20-20 points, use 25 points coins will be carried out.
Victory is determined by the difference of 2 points to 25 points.
If each squad won 1st set, the game will be decided in the third set, called 'Tie Break' with 15 points.
Before the round 'Tie Break begins, the referee will make the team that won the poll and voting will make kickoff.
Change will happen when a parcel squads reached 8 points.
4. DELAY
Only 10 minutes given to the late shift and then the opponent will be given free or uncontested victory, 2-0 (21-0 / 21-0).",1500,https://info-sepaktakraw.blogspot.com/2013/04/law-in-sepak-takraw.html
Ô Ăn Quan,"The board is an oval with five squares per side and, in addition, a bigger one at each end. The small squares are called ""citizen squares"" (ô dân), ""ricefields"" (ruộng) or ""fishponds"" (ao ci) and the big ones ""mandarin squares"" (ô quan). The board is drawn on the ground.

Each player or team controls five farmer squares, while the mandarin squares are neutral.

Each player puts five pebbles (fruit seeds or other small objects) in each square he owns and a big stone, the ""mandarin"" (quan), on the mandarin square. The pebbles are known as dân (""people"", ""citizen"").

Initial Position

The first player is determined by oẳn tù tì (""one, two, three""), which is a Vietnamese variant of Rock, Paper, Scissors.

On his turn a player picks up the contents of one of his ricefields and distributes the pebbles, one by one, in either direction on the following squares (including both mandarin squares). This is called rải (""to scatter"").

He lifts the contents of the square immediately behind the last one where a pebble was dropped and keeps on distributing its contents.

However, if a mandarin square follows, the turn ends.
The move ends when the last pebble falls on a square, which is followed by an empty one.

If there are two or more empty squares, the turn passes.
If the empty square is followed by a non-empty one, he captures its contents, and if it is followed by another empty square and another non-empty one, he captures the contents of this one too, and so on. The captures are removed from the board.
A square, which contains many pieces, is called nhà giàu (""rich square""). Pebbles, which are on the Mandarin square, are known as quan non (""quan"": Mandarin; non: ""young"" / ""unripe"").

If all the ricefields of one player are empty at any time, he must put one pebble on each ricefield. These pebbles are taken from the captures. This is called ""to release the fish"" (thả cá). If on his/her side of the board are empty, he/she must use five won-pieces to place one piece down one square on his/her side and repeats the distribution. If a player doesn't have enough pebbles to fill every square, he must borrow them from the other player. At the end of the game, he must return them to his opponent.

The game ends when the two mandarin squares are empty, which is called ""fall of the mandarins"" (hết quan).

Then the remaining pieces belong to the player who owns their squares, which is expressed by the Vietnamese saying: ""hết quan, tàn dân, thu quân, bán ruộng"" (literally: ""Mandarin doesn't exit, people disappear, getting the army out, selling the rice field."") or ""hết quan, tàn dân, thu quân, kéo về"" (literally: ""Mandarin doesn't exit, people disappear, getting the army out, coming back."").

The winner is the player who has more points. Pebbles count 1 point, mandarins 10 points.

Match Rules
Before the next game starts, the loser asks the winner to give him as many pebbles he needs to reach the number of 35. Then the players put their pebbles in their old place and the game is played again under the same conditions as previously.

If the loser asks his companion for five pebbles for example, he owes to him provisionally one square of his series. This is called ""to give provisionally a ricefield"" (cầm ruộng). At the end of the game, the pebbles that the square thus given up contains will be divided equally among the two players.

If the loser asks his opponent for ten pebbles, he must give him one of his squares definitively, which is called bán ruộng (""to sell a ricefield""). If he has lost by 20 pebbles, he must even sell two ricefields. The pebbles that remain in the sold ricefields at the end of the game are won by the new owner of the square.

In the next round it is possible to get back the sold ricefield, if the player wins by (at least) 10 pebbles.

The game continues until three or four squares of the same series are sold. The player of this series holds out his hands to the winner who beats them",1986,https://mancala.fandom.com/wiki/%C3%94_%C4%82n_Quan
Congklak,"The congkak board consists of two rows of 7 holes called the 'houses' and two   bigger holes called the 'storehouse'.

2.                Before the game starts the 'houses' are filled with seven congkak seeds each while the 'storehouses' are left empty.

3.               Both players begin simultaneously by scooping up all the shells in any house on their side. Each drops a shell into the next 'house' and continues clockwise depositing one shell into every house thereafter. A player drops a shell into his 'storehouse' each time he passes it but does not deposit any into his opponent's 'storehouse'.

4.               How the game continues, depends on where the last shell of each scoop is deposited : 

•   IF THE SHELL DROPS INTO THE PLAYER'S OWN 'STOREHOUSE': The player scoops up the shells from any of his 'houses' and distributes them in the cups ('houses') round the board but not in his opponents's 'storehouse'.

•   IF THE SHELL DROPS INTO A 'HOUSE' (on either side of the board) CONTAINING SHELLS: The player scoops up all the shells in that 'house' and continues distributing them as described above.

•   IF THE SHELL DROPS INTO THE PLAYER'S 'HOUSE' WHICH IS WITHOUT SHELLS: The player is entitled to collect the shells in his opponent's 'house' directly opposite his own. These shells collected from his opponent's house together with his last shell are deposited in his own 'storehouse'. If the opponent's 'house' opposite his own is empty, he deposits only his last shell in his own 'storehouse'. He forfeits his turn and stops playing. It is the opponent's turn now to distribute the shells.

•   IF THE SHELL DROPS INTO AN EMPTY 'HOUSE' BELONGING TO THE OPPONENT: The player forfeits his turn and stops playing. He also forfeits his shell and leaves it in the opponent's 'house'. It is the opponent's turn now to distribute the shells.

5.                The first round ends when a player has no more shells on his side.

6.               Play resumes in the second round with players redistributing shells from their own 'storehouse' to their own 'houses'. Beginning from left to right, seven shells are placed in each 'house'. If a player does not have sufficient shells to fill his own 'houses', the remaining cups are left empty and are considered 'burnt'. The leftover shells are deposited into his own 'storehouse.' The opponent deposits excess shells he has won into his own 'storehouse'.

7.               The loser gets to start the second round. Play is continued as before but players will bypass 'burnt houses' for instance no shells are to be dropped into these houses. If a shell is accidentally dropped into a 'burnt house', it is confiscated and stored in the opponent's 'storehouse'.

8.       Play continues until one player loses all his 'houses' or concedes defeat.",-7000,ichlinks.com (repository of informaton)
patinero,"1. The game is started with toss of a coin. Whoever wins becomes the passer.

2. A time limit of two minutes is given to each team to score.

3. Once the limit elapses, the line guards assume the positions of the passer, and vice-versa.

4. Passers are suppose to cross the lines from the starting point and back.

5. Four line guards are positioned on the vertical line and one on the horizontal line of the court. Their feet always be on the line.

6. Line guards tag the passer with powered hands.

7. If any of the passer is tagged, the line guard immediately assumes the position of passer even if the 2-minute limit has not elapsed.

System of Scoring

From Entry Point From Exit Point

First line - 1 pt. Fourth line - 2 pt.

Second line - 2 pts. Third line - 3 pts.

Third line - 2 pts. Second line - 3 pts.

Fourth line - 2 pts. First line - 5 pts.
(Home)
The duration of the game is three innings and each inning is divided into halves",1900,ichlinks.com (repository of informaton)
Kadang-Kadang,"his is a very popular recreational game in the country. Several players may participate in this game. The equipment needed is two pieces of wooden stilt with a stepladder, the height of which is 30.48 centimeter from the ground. The principle of the game is to walk on stilt from a starting line to the finish line. The length to be traveled is 100 meters.

Rules of the Game

1. At the signal ""Get Set,"" the players stand at the starting line with their stilts.

2. At the signal ""Go,"" the players mount their stilt and start walking.

3. The first player that reaches the finish line without getting off the stilts wins.

4. A player losses if he get off the stilts twice before reaching the finish line, or gets off the stilt after two steps.",1969,ichlinks.com (repository of informaton)
palo sebo,"The game ""Palo-Sebo"" is commonly played during ""Fiestas."" The equipment needed is a 10-meter bamboo pole with a 10.16-centimeter diameter, small bag, a prize and lard or grease.

It is an individual or single game. The pole is painted with lard or grease from top to bottom and a small bag filled with prizes is tied on the top end of the pole before it is set to stand. The objective of the game is to get the bag full of prizes by climbing the bamboo pole. A competitor is given only one chance to climb. The game ends once the prizes are taken.",2008,https://en.wikipedia.org/wiki/Palosebo
culliot,"The game is similar to tug of war in principle. Two or more players can play this. The purpose of a team is to pull the other team over the borderline. The equipment needed is a 15-meter long rope with a diameter of 3.81 centimeters.

Rules of the Game

1. Each team must have equal number of players.

2. The distance between team is five meters.

3. Both ends of the rope should be tied on the waist of the last player while the others hold on to the rope.

4. A piece of ribbon or handkerchief is tied to the rope on the centerline.

5. Upon signal to start, each team pulls each other.

6. The team that pulls the other over the borderline is declared as the winner.
",1995,https://www.angelfire.com/games4/pigssai/tradrules.htm
dinoron,"1. The mode of competition is two out of three games.

2. The team that held the thinner end of the bamboo in the first game shall hold the thicker end of the bamboo in the second game.

3. If there is a tie after the second game, a tossing of a coin will determine which team will hold the thicker end of the bamboo.",1995,https://www.angelfire.com/games4/pigssai/tradrules.htm
bati cobra,"This game is popular among the kids in the province. The equipment needed are a piece of stick 60.96 centimeters long which serves as the bat and another piece of stick 15.25 centimeters long which serves as the ball.

Two or more players can play the game. Digging a hole on the ground 12.5 centimeters wide and 5 centimeters deep makes a permanent base. To determine the first hitter, the player that strikes the smaller stick farthest from the base will be the first to hit.

Throwing the smaller stick upwards and striking it hard plays the game. The other player from afar tries to catch the stick. Whoever catches it becomes the next hitter. If nobody catches the stick the non-hitter may choose to pick up the stick and strike the longer stick laid down by the hitter beside the base. A player becomes the next hitter if the longer stick is struck, but if not, the first hitter continuos playing.

Points can be score by measuring the distance from the base up to where the smaller stick landed. The longer stick is used to measure the distance. Each length of the stick is equivalent to one point. A layer that gets 100 points or more is the winner.",2013,https://www.angelfire.com/games4/pigssai/tradrules.htm
sipa,"1. Sipa Bilangan is played by two teams.

2. First team to play is determined by toss coin.

3. The flyer is kick up and down, until the ball touches the ground.

4. Point is counted on every kick made.

3. SIPA MUDANSA OR BY KICKING.

PLAYER - Two per team (one tosser & one kicker)

PROPS - Same as Sipa Bilangan

1. Sipa Mudansa or by kicking is played by two teams.

2. To determine the first tosser & kicker (players), a toss coin will ensure.

3. Tosser stand facing kicker at a convenient distance.

4. A demarcation line is drawn 1 feet in front of the kicker.

5. Tosser throws a lobe toss to kicker, who will kick the fly at a distance.

6. Points will be made by measuring that distance where the Flyer landed using a measuring tape as measuring device.

7. Three tries for both teams will be allowed, with the farthest distance considered as point score.

8. In to event a kicker fails to hit the flyer, the kicker will forfeit his kick.",1501,https://www.angelfire.com/games4/pigssai/tradrules.htm
sungka,"Sungka is always played by two people.

2. Each players fills up his seven smaller bowls with 7 ""Sigay"" each.
3. Both players start at the same time.

4. The object of the game is to put as many ""Sigay"" as possible in the large bowl as to cause the opponent to lose one or two of his smaller bowls in the succeeding games which means he losses.

5. If at the end of 15 minutes, nobody has been declared as winner, the game will be called off. Each player counts the number of ""Sigay"" in the opponent's large bowl.

6. The player with the most number of ""Sigay"" wins.",1692,https://www.angelfire.com/games4/pigssai/tradrules.htm
piko,"Piko is a game that joins all children of the world together wherever they live, whenever they lived. Piko is unbelievably old. When ancient Roman cities were dug up, drawings of hopscotch lines were found on the stone floors. Everywhere it is played for one aim: to win a place to call one's own. In the Philippines, the game is also known as kipkip, pikuba, laban ang segking.

PLAYING COURT

Stone floor drawn with chalk, charcoal
On the ground-drawn with a sharp stick (in this event, masking tape)
5 rectangles arranged vertically, rectangles 3 and 5 are divided equally (3a
and 3b; 5a and 5b): no.6 is a drawing of a half moon.

PLAYING COURT

Pamato (maybe a flat stone, a brick chip, the bottom piece of a clay pot or a smooth
chunk of window glass)

MECHANICS

1. The players stand in front of a rectangle no.1. Each player takes turn in tossing his pamato inside the 4th rectangle's dividing line. The player who tosses his pamato closest to this line gets to play first. This is called manohan.

2. Only hops and skips are allowed using either the left or the right foot. Landing on both feet is only allowed in the area or areas considered as home or ""bahay"" of a certain player who has earned it after successfully finishing the game. No other player can step on this area.

3. The 1st player tosses his pamato to rectangle no.1. Neither the
player nor the pamato must touch the line otherwise the player losses his turn.

4. The player then tosses his pamato to rectangle no.2, 3a, 3b, 4,5a, 5b and 6.

5. The player then plays the game all over again this time starting from rectangle no. 5.

6. After he has played in the entire rectangle, he tosses the pamato strong enough to pass over rectangle no. 1. Hops passing rectangle no. 5 to 1 then jumps over the pamato.

7. Player picks up the pamato. With his back turned against the rectangular play area, he tosses his pamato towards the direction of the play area. Where the pamato lands, that area becomes his home or bahay.

8. The game starts all over again for the 1st player. The rest continues with the game they have left off.

9. The player with the most number of homes, wins.",1677,https://www.angelfire.com/games4/pigssai/tradrules.htm
SANGKAYAW,"Sangkayaw or the coconut shell race is commonly played in the Tagalog and Central
Luzon provinces a coconut shell tied to a string under each foot; the string placed
between the toe and the next one. The hand holds the loose end of the string.

RULES:

1. Each team is composed of 10 to 12 players.

2. At a given signal, the first player of each team walks with his coconut shell (hush) towards his goal line.

3. Upon reaching the goal line, he turns around with his stilt and returns to the starting line.

4. The 2nd,3rd, 4th up to the last player will do the same.

5. The first team to finish the race wins.

6. A team whose player walks for more than 2 steps after a fall will be disqualified.

7. A team whose player falls twice is disqualified.

Relay distance - 30 meters (15 x 2) for men
20 meters (10 x 2) for women
",1955,https://www.angelfire.com/games4/pigssai/tradrules.htm
chinlone,"A team of six players pass the ball back and forth with their feet, knees and heads as they walk around a circle. One player goes into the center to solo, creating a dance of various moves strung together. The soloist is supported by the other players who try to pass the ball back with one kick. When the ball drops to the ground it is dead, and the play starts again.

Chinlone means “basket-rounded or rounded basket ” in Burmese. The ball is woven from rattan, and makes a distinctive clicking sound when kicked that is part of the aesthetic of the game. Players use six points of contact with the ball: the top of the toes, the inner and outer sides of the foot, the sole, the heel, and the knee. The game is played barefoot or in chinlone shoes that allow the players to feel the ball and the ground as directly as possible. The typical playing circle is 6.7 metres (22 ft) in diameter. The ideal playing surface is dry, hard packed dirt, but almost any flat surface will do.

Burma is a predominantly Buddhist country, and chinlone games are a featured part of the many Buddhist festivals that take place during the year. The largest of these festivals goes on for more than a month with up to a thousand teams. An announcer calls out the names of the moves and entertains the audience with clever wordplay. Live music from a traditional orchestra inspires the players and shapes the style and rhythm of their play. The players play in time to the music and the musicians accent the kicks.

Both men and women play chinlone, often on the same team. Adults and children can play on the same team, and it is not unusual to see elders in their 80s playing.

In addition to the team style of chinlone, which is called “wein kat” or circle kick, there is also a solo performance style called ""tapandaing"". This solo style is only performed by women.

To play chinlone well, the whole team must be absolutely in the moment – their minds cannot wander or the ball will drop. All serious players experience an intensely focused state of mind, similar to that achieved in Zen meditation, which they refer to as jhana.

Chinlone is one of a family of football games played throughout the world. It is related to similar games in Southeast Asia known as takraw in Thailand, sepak raga in Malaysia, Singapore and Indonesia, sipa in the Philippines, kator in Laos and da cau in Vietnam. A competitive variation of the game played over a net, called sepak takraw was developed in Malaysia in the 1940s. The origins of chinlone may be related to the ancient Chinese game of cuju or tsu chu, which is acknowledged by FIFA as being the oldest form of soccer. A similar game is also played in Japan where it is known as kemari. Chinlone is also related to the family of sports played by kicking a shuttlecock, known as jianzi in China and jegichagi in Korea. And there is some evidence to suggest that a variation of these games traveled across the Bering Straits and influenced Native Americans, who also played a variety of games keeping a ball up with the feet. These games are thought to be the origin of footbag, also known as hacky sack.",500,https://oca.asia/sports/info/7/55/?discipline_id=161
fang qui,"an abstract strategy board game played traditionally in the northwestern regions of China, especially Ningxia, Gansu, Shaanxi, Qinghai, Xinjiang, and other areas with a high concentration of Chinese Muslims. The game is also played by Dungans, who have brought the game with them to Central Asian countries such as Kyrgyzstan and Kazakhstan.

The game is played on a 7x8 grid, with pieces played on the points, much as in Go. Players take turns alternately placing stones until the board has been filled up, attempting to form 2x2 squares with their pieces. When the board has been filled up, players each remove one of their opponent's stones. The player then counts up the squares that he/she has formed and removes an equal number of the opponent's pieces, as long as those pieces are not part of a square. After the initial removal of pieces, players take turns moving pieces; pieces can move any distance along the grid up, down, left, or right. Every time a square is formed, the player can remove one of the opponent's pieces(again, as long as this piece is not part of a square). The player who removes all of the opponent's pieces first is the winner.",2002,"https://boardgamegeek.com/boardgame/42225/fangqi#:~:text=Square%20chess%20(%E6%96%B9%E6%A3%8B%20f%C4%81ngq%C3%AD,high%20concentration%20of%20Chinese%20Muslims."
Liubo,"The board is a square with an unusual pattern of lines and angles on it, equally on each side. There is also a central square. The moves of the six figures (five ""pawns"" and one ""king"") of the two players are determined by throwing marked sticks, probably not by only counting some marks but also interpreting and calculating the throw according to some rules derived from the Yijing.

Winner is the one who captures all of his opponent's stones.",-202,https://boardgamegeek.com/boardgame/22610/liubo
Cuju,"Cuju was a direct competition of two teams, having special playground with two goals and fixed number of players. During the match, the players ran and strived to control the ball like fighting against the enemy in the battle, displaying its strong antagonism. And there was a referee specially set to guarantee the fairness of the game.",-300,https://www.cits.net/china-travel-guide/cuju-the-forerunner-of-modern-soccer.html
chuiwan,"The ball is struck with a stick (club), and a win is scored by hitting the ball into a hole on the ground. The rule of “winning by sending the ball into the goal of the opponents’ side” in the Tang Dynasty had been changed to “winning by hitting the ball into the hole on the ground.

According to the rules of the game, the player shall not steal or strike from the left, or hit or trip with the stick any other player. No one except the goalkeeper may catch the ball with hands or feet.",101,"https://ancientgolf.missionhillschina.com/History_en.html#:~:text=Game%20rules%3A%20The%20ball%20is,a%20hole%20on%20the%20ground."
Boikoo Tarkbei ,"The game involves teams of men playing a ball-like knob of apricot root (in lieu of a ball) with long wooden branches (in lieu of sticks). At night, the game is played with a felt-covered ball that is set alight. A game is reported to last for two periods of roughly 15 minutes.",618,https://hockeygods.com/hockeys/42-Beikou_Boikoo_Tarkbei
Jiju,"In Tang-dynasty China, mounted players used long sticks to hit a small wooden ball while riding
. Jiju was played in royal courts and army training (thousands of riders would play together). Balls were fist-sized, hollow wooden spheres
",-200,https://cn.hujiang.com/new/p577354/
bao-tashi,"A match lasts two minutes.
A team loses when their pole is tilted to a 30° angle. A referee will indicate this using a flag, then declare the winner.
If no team's pole is lowered within the match time, the match remains undecided and will be repeated.
A team consists of 150 players, divided into attackers and defenders. Offense players wear shirts in their team's color, defense players wear white shirts.
Punching, kicking, strangling, pulling heads, and similarly dangerous roughness are prohibited.
A team is disqualified after three fouls
Defense positions
rider on top (上乗り, ""rider on top""), a single player sitting or clinging to the top of the pole
circle (サークル, ""circle""), players surrounding the pole in a circle
pole support (棒持ち, ""pole support""), players inside the circle supporting the base of the pole
interference (キラー, ""killer""), players interfering with attackers
Offense positions
attackers (遊撃, ""attack""), individual offensive players
scrum (スクラム, ""scrum""), formations of players plunging into the defensive circle, becoming springboards for attackers charging at the pole
chargers (突攻, ""sudden attack""), players charging at the pole",1940,http://gamecabinet.com/rules/Bao2.html
gonu,"Jul-Gonu is played on an 4x4 grid (3x3 board on the points). Each player starts with 4 stones on the first row. A stone moves to an orthogonal adjacent empty cell.

Capture is custodian -- if a stone after moving has some enemy stones between itself and another friendly stone then those stones are captured.

A player loses if he has just one stone or is unable to move.",1501,https://boardgamegeek.com/boardgame/96254/jul-gonu
Blind Man’s Buff ( bit mat bat de),"One participant volunteers to play the “goat” and another, the “goat catcher”. Other players form a circle around the players.

The goat and goat catcher are blindfolded with handkerchiefs. The game begins when the catcher yells, “Done!” The goat can move wherever he or she likes but must occasionally bleat. The catcher listens for the bleats and grapples to find the goat. In turn, the goat must move quietly to avoid being trapped. Since both players are blindfolded, the goat and goat catcher must use both their ears and wits to win.

The other players distract the goat and goat catcher to make them turn in the wrong direction. This creates hilarious moments and prolongs the game. A new round begins once the goat has been caught. Other players who want to join the game may ask to play the goat or goat catcher.",1600,https://www.vietravel.com/en/vietnam-country-people/blind-mans-buff-v2748.aspx
sumo,"Sumo bouts take place in a ring that is approximately 15 feet in diameter and is raised on a block of clay that is known as a dohyo approximately 2.5 feet above the ground.
Each Sumo bout must begin with an elaborate ceremonial ritual in which the wrestlers both perform certain actions and throw salt into the ring. Once the ritual is over, the two wrestlers face each other and wait for the referee to begin the action.
Both wrestlers are to crouch with fists on the floor until the referee signifies the start of the match.
Both fighters then engage with each other in an attempt to win the bout.
There are essentially three ways that Rikishi can attempt to win the match:
Pushing their opponent out of the ring
Grabbing their opponent’s belt and forcing them out of the ring
Forcing their opponent to the floor
A Rikishi is permitted to use any technique to try and win the match apart from:
hair pulling
punching
striking the ears
choking
attacking the groin area
As soon as one competitor has been forced out of the ring or to the floor, the match is over and the referee announces the winner as well as the technique (kimarite) that was used to win the fight.
Contestants can also lose a Sumo fight by using an illegal technique (known as kinjite) or if their belt become undone",300,https://www.rulesofsport.com/sports/sumo-wrestling.html
