node,model,text,date,novelty,ground_truth,formula
L20,LLama,"Be the first player to collect and return three Cherry Blossom tokens to your home base, while navigating through a winding course and using strategy to outmaneuver your opponents.

Equipment:

A large, open space (e.g., park, field, or schoolyard) with some obstacles (e.g., cones, small hurdles, or trees)
5 small tokens or flags (one for each player) to mark their home base
15 Cherry Blossom tokens (small pieces of paper or beanbags with a cherry blossom design)
1 small bell or whistle
How to play:

Setup: Designate a large, winding course through the playing area. Divide the players into teams of 1-5 players. Each player chooses a home base token and places it at a designated starting point.
Gameplay: On the signal of the bell or whistle, all players start running through the course, trying to collect Cherry Blossom tokens. The course should have some twists and turns, with obstacles to navigate around.
Token collection: When a player lands on a Cherry Blossom token, they can pick it up and add it to their collection. However, if another player lands on the same token, they can steal it from the previous player.
Strategic elements:
Sakura Block: Players can use a special ""block"" move to protect one of their collected Cherry Blossom tokens from being stolen. To do this, they must perform a specific action (e.g., jumping jacks, a quick dance move, or a specific phrase) before another player can steal the token.
Wind Gust: Players can use a ""wind gust"" move to move an opponent's token back to its original location. To do this, they must tag the opponent while saying a specific phrase (e.g., """" - "" Sakura no kaze"" - ""Cherry Blossom Wind"").
Returning to home base: Players must return to their home base to deposit their collected Cherry Blossom tokens. If a player is tagged while carrying a token, they must return to the start of the course.
Winning the game: The first player to collect and return three Cherry Blossom tokens to their home base wins the game.",2025,9.819411277770996,7.0,exp_decay
L21,LLama,"Be the first player to collect and return three sacred items to the Rajpura (Royal City) while navigating through the kingdom, managing resources, and outsmarting opponents.

Equipment:

A flat, rectangular playing surface (e.g., a wooden board or a drawn grid on the ground)
5-7 small stones or tokens (representing the players' game pieces)
15-20 small sticks or pebbles (used as obstacles and resources)
3 small, distinct objects (representing the sacred items, e.g., small shells, beads, or seeds)
A small dice or a cowry shell (used for determining movement)
Setup:

Draw a simple grid on the playing surface with 5-7 rows and 5-7 columns. The grid represents the kingdom, with the Rajpura at one end.
Place the 3 sacred items at random locations on the grid, at least 3-4 grid spaces away from the Rajpura.
Each player chooses a game piece and places it at the starting point, near the Rajpura.
Shuffle the sticks or pebbles and place them randomly on the grid, leaving some spaces empty.
Gameplay:

Rounds consist of two phases: Movement and Action.

Phase 1: Movement

Players take turns rolling the dice or flipping the cowry shell to determine how many spaces they can move their game piece.
The player can move their game piece horizontally or vertically, but not diagonally.
If a player lands on a space with a stick or pebble, they must pick it up and add it to their collection.
Phase 2: Action

The player can choose to:
Move towards a sacred item (if they are within range).
Use a stick or pebble to overcome an obstacle (e.g., move an opponent's game piece back to the start).
Collect a resource (stick or pebble) from the grid.
Return to the Rajpura with a sacred item (if they have one).
If a player lands on a space with another player's game piece, they can engage in a ""Dash"" (a mini-game):
Both players roll the dice or flip the cowry shell.
The player with the higher result can move the opponent's game piece back to the start.
If the results are tied, both players move back to the start.
Sacred Items:

When a player lands on a space with a sacred item, they can pick it up and add it to their collection.
Players can only carry one sacred item at a time.
Winning the game:

The first player to collect three sacred items and return to the Rajpura wins the game.
If all players but one have been blocked or eliminated, the last player standing wins.
Variations:

For a more challenging game, add more sticks or pebbles to the grid.
For a cooperative game, have players work together to collect the sacred items and return to the Rajpura.",2025,9.74905014038086,4.5,exp_decay
L22,LLama,"To be the first player to collect and return three ancient artifacts to the Maharaja's palace while navigating through a challenging terrain and rival players.

Equipment:

A large, open playing area (e.g., a field, courtyard, or large room)
5-7 small objects to serve as artifacts (e.g., small stones, coins, or beads)
5-7 player tokens (e.g., small sticks, stones, or cloth pieces)
1 six-sided die (or a small stone with different markings on each side)
Optional: simple obstacles (e.g., small hurdles, cones, or a ""river"" made from a rope)
Setup:

Designate the playing area as the ""Kingdom of Rajput"" and mark the Maharaja's palace at one end.
Scatter the artifacts throughout the playing area, making sure they are not too easily accessible.
Each player chooses a token and places it at the starting line, near the palace.
Determine the starting player randomly.
Gameplay:

Rounds consist of three phases: Movement, Action, and Resolution.

Movement Phase: The starting player rolls the die to determine how many steps they can take. The player can move their token up to the number of steps shown on the die.
Action Phase: The player can choose one of the following actions:
Explore: Move an extra step to search for an artifact.
Retrieve: Pick up an artifact if they are on the same space as it.
Sabotage: Try to move another player's token back to the starting line (see Resolution Phase).
Return: Move back to the palace with an artifact in hand.
Resolution Phase: Resolve the player's action:
If the player chose to Explore, they move an extra step but do not get to take another action.
If the player chose to Retrieve, they pick up the artifact and add it to their inventory.
If the player chose to Sabotage, they roll the die and add 1. If the result equals or exceeds the target player's current position, the target player is sent back to the starting line. If not, the sabotage attempt fails.
If the player chose to Return, they move back to the palace with the artifact. If they successfully return an artifact, they score a point.
Game End:

The game ends when one player collects and returns three artifacts to the palace. That player is declared the winner and becomes the most trusted advisor to the Maharaja. In case of a tie, the player with the most artifacts in their inventory wins.",2025,9.755746841430664,6.0,exp_decay
L23,LLama,"Equipment:

A small ball (e.g., a tennis ball, rubber ball, or a rolled-up sock)
A few cones or markers to create a simple obstacle course
A stopwatch or a mobile phone with a timer app
Optional: a small prize or token for the winner
Objective:
Be the first player to complete the obstacle course, collect a token, and return to the starting point while navigating through the ""traffic"" of other players trying to tag you out.

How to play:

Setup: Create a simple obstacle course using cones or markers. The course should have 5-7 checkpoints. Designate a starting point and a finish point.
Gameplay: Players line up at the starting point. On the count of ""go,"" players start running through the obstacle course.
Twist: One player is designated as the ""Dilli Dasher"" and starts at a designated ""traffic"" area near the obstacle course. The Dilli Dasher tries to tag other players with the ball while they are navigating the course.
Token collection: At each checkpoint, players must collect a token (e.g., a small stone, a coin, or a beanbag). The tokens are placed at each checkpoint before the game begins.
Tagging: If a player is tagged by the Dilli Dasher while collecting a token, they must freeze in place and do a specific task (e.g., hop on one foot, do a specific dance move, or chant a phrase).
Unfreeze: A frozen player can be unfrozen by another player who tags them while they are frozen.
Time pressure: Set a timer for 5-10 minutes. The player who completes the course, collects all tokens, and returns to the starting point within the time limit wins.
Variations for different player counts:

2 players: One player is the Dilli Dasher, and the other player navigates the course. Players can switch roles after a set time or after the course is completed.
3-4 players: Two players can be Dilli Dashers, or players can be divided into teams with one team member navigating the course while the other team members act as Dilli Dashers.
5 players: Three players can be Dilli Dashers, or players can be divided into teams with two team members navigating the course while the other team members act as Dilli Dashers.
Scoring:

The first player to complete the course and return to the starting point wins.
If no player completes the course within the time limit, the player with the most tokens collected wins.",2025,9.781213760375977,6.5,exp_decay
L24,LLama,"Be the first player to collect and return three sacred stones to the Temple of the Sun, while navigating through the challenges of the desert.

Equipment:

A large, flat playing surface (e.g., a sandy area, a cleared circle of land, or a woven mat)
5 small stones or pebbles (representing the sacred stones)
1 small stick or wooden marker (for tracking progress)
A few handfuls of small rocks or pebbles (for obstacles and challenges)
How to play:

Initial Setup: Players gather at the edge of the playing surface, which represents the desert. The Temple of the Sun is located at the center of the playing surface. Shuffle the 5 small stones and place them at random locations on the playing surface, at least a short distance away from the Temple.
Gameplay: On each player's turn, they roll a small rock or pebble to determine how many steps they can take. The rock can land in one of three ways:
Flat side up: The player can move 1 step towards the nearest stone.
Flat side down: The player can move 2 steps towards the nearest stone.
On its edge: The player must perform a challenge (see below).
Challenges: When a player lands on its edge, they must perform a challenge. The challenges are:
Sunbeat: The player must hop on one foot from where they are to the nearest stone.
Dune dash: The player must run to a designated landmark (e.g., a nearby rock or a marked spot) and back to where they are.
Raven's call: The player must make a specific sound (e.g., a bird call) and then move 1 step towards the nearest stone.
Sandstorm: The player must pick up a handful of small rocks and throw them in the air. If they catch any, they can move 1 step towards the nearest stone.
Collecting stones: When a player reaches a stone, they pick it up and add it to their collection.
Returning to the Temple: Players can choose to return to the Temple with a stone at any time. To do so, they must move in a straight line to the Temple, without performing any challenges.
Winning the game: The first player to collect three stones and return to the Temple wins the game.
Strategies:

Players must balance the need to collect stones with the risk of performing challenges.
They must also navigate the desert, avoiding obstacles and other players who may try to steal their stones.
Players can use their challenges to gain an advantage or hinder their opponents.",2025,9.748860359191895,6.0,exp_decay
L25,LLama,"Be the first player to collect and return three ceremonial stones to the Temple of the Sun, while navigating the challenges of the Aztec jungle.

Equipment:

A large, open playing area (e.g., a field, courtyard, or beach)
5-10 small stones or tokens (representing ceremonial stones)
1-2 small sticks or canes (for marking player positions)
A small, designated area for the Temple of the Sun (e.g., a marked circle or a small tent)
How to play:

Setup: Designate the Temple of the Sun and scatter the ceremonial stones throughout the playing area. Each player chooses a starting location and marks it with a stick or cane.
Gameplay: On each player's turn, they can move through the jungle (playing area) to search for ceremonial stones. Players can move in any direction, but they must stay within a reasonable distance from their marked starting location.
Encountering challenges: When a player lands on a space occupied by another player, they engage in a Jungle Encounter. The players roll a makeshift die (e.g., a stone flipped into the air, with the side facing up determining the outcome) to determine the encounter's outcome:
0-1: The players must Duel (see below).
2-3: The players Trade one of their collected stones for a random stone from the pool.
4-5: The players Form an Alliance, allowing them to move together and share stones.
Duel: Players engage in a simple duel, where they take turns trying to knock the opponent's stick or cane out of the ground. The first player to succeed wins the duel and can take one of their opponent's collected stones.
Collecting stones: When a player finds a ceremonial stone, they can pick it up and add it to their collection.
Returning to the Temple: Players can choose to return to the Temple of the Sun with one of their collected stones. If they successfully return a stone, they earn a Temple Token (e.g., a small mark on their stick or cane).
Winning the game: The first player to collect and return three ceremonial stones to the Temple of the Sun wins the game.
Optional rules:

Jungle Hazards: Designate certain areas of the playing field as hazards (e.g., ""quicksand"" or ""venomous snakes""). Players who land on these spaces must draw a penalty (e.g., losing a turn or moving backward).
Aztec Gods: Introduce special power-ups or challenges by designating certain stones or tokens as ""gifts from the gods."" Players who collect these tokens can gain advantages (e.g., extra movement or immunity to duels).",2025,9.784236907958984,7.0,exp_decay
L26,LLama,"To capture and hold territories by strategically placing markers and outmaneuvering opponents, while navigating the challenges of the Americas' diverse geography and climate.

Equipment:

A large, blank map of the Americas (can be drawn on a piece of paper or a whiteboard)
5-10 markers or colored pencils (different colors for each player)
1 six-sided die (d6)
Optional: a small token or coin to represent a ""wild card"" (see below)
How to play:

Initial setup: Each player chooses a color and receives a set of markers or colored pencils. The map of the Americas is drawn or displayed, and players agree on a starting territory (e.g., a major city or landmark).
Gameplay: On each player's turn, they roll the d6 to determine their action:
1-2: Explore - The player can draw a new territory on the map, connecting it to an existing territory they control.
3-4: Claim - The player can claim a new territory adjacent to one they already control, marking it with their color.
5-6: Challenge - The player can challenge an opponent who controls a territory adjacent to one of their own. The challenged player rolls the d6, and if the result is lower than the challenger's roll, they lose control of the territory.
Territorial control: A player controls a territory when they have marked it with their color. They can use their markers to create ""borders"" around their territories.
Wild card: If a player rolls a 6 and has the wild card token, they can use it to ""diplomatically"" swap one of their territories with a territory controlled by an opponent.
Climate and geography challenges: Certain regions on the map may have unique challenges or obstacles, such as:
Deserts: Players who claim a territory in a desert region must roll a 6 on their next turn to maintain control. If they fail, they lose control of the territory.
Mountains: Players who claim a territory in a mountainous region must roll a 5 or 6 on their next turn to maintain control. If they fail, they lose control of the territory.
Rivers: Players who claim a territory adjacent to a river can use it to their advantage by moving one of their markers to an adjacent territory without rolling the die.
Tropical storms: Players who claim a territory in a region prone to tropical storms must roll a 1 on their next turn or lose control of the territory.
Game end: The game ends when one player controls a predetermined number of territories (e.g., 5-7). That player is declared the winner.",2025,10.0,6.0,exp_decay
L27,LLama,"Be the first player to move all of your tribe's tokens (small stones or pebbles) from the ""Village"" to the ""River"" and back, while navigating the challenges of the ancient European wilderness.

Equipment:

A flat, open space (e.g., a clearing, a courtyard, or a sandy area)
5-10 small stones or pebbles per player (different colors or shapes to distinguish between players)
A small stick or branch (about 1-2 feet long)
A designated ""River"" area (e.g., a small stream, a designated zone, or a marked area)
A designated ""Village"" area (e.g., a marked area or a designated zone)
How to play:

Setup: Players choose a color or shape of stone to represent their tribe. Each player places 5-10 stones at the ""Village"" area. The ""River"" area is designated, and the stick is placed at the edge of the playing area, perpendicular to the ""River"".
Gameplay: On each player's turn, they roll the stick to determine how many steps they can take. The stick is tossed, and the number of steps is determined by how many times the stick lands on its side before coming to rest. For example:
If the stick lands on its side once, the player can take 1 step.
If the stick lands on its side twice, the player can take 2 steps.
If the stick lands on its side and then rolls over, the player can take 3 steps.
Movement: The player can move one of their tribe's stones from the ""Village"" towards the ""River"" or from the ""River"" back to the ""Village"". The player can move their stone the number of steps determined by the stick roll. The player can only move one stone per turn.
Challenges: If a player lands on a space occupied by another player's stone, they can choose to ""challenge"" that player to a simple task, such as:
A rock-paper-scissors-like game using hand gestures (e.g., ""rock"" beats ""scissors"", ""scissors"" beats ""paper"", ""paper"" beats ""rock"")
A short sprint or agility test (e.g., running a short distance, jumping over a small obstacle)
A trivia question about local mythology or folklore
The winner of the challenge can send the challenged player's stone back to the ""Village"", while the loser must leave their stone in place.
River Crossing: When a player reaches the ""River"" area, they must perform a simple task (e.g., tossing a small stone into the water, making a quick prayer to a local deity) to ""cross"" the river. If they succeed, they can move their stone back towards the ""Village"".
Winning: The first player to move all of their tribe's stones from the ""Village"" to the ""River"" and back wins the game.",2025,9.753822326660156,7.0,exp_decay
L28,LLama,"Be the first player to collect and return 5 valuable resources to your lord's castle, while navigating the challenges of medieval Europe.

Equipment:

A large, open playing area (e.g., a field, courtyard, or village square)
5 small tokens or flags (representing the resources: food, wood, iron, gold, and stone)
1 small token or flag for each player's lord's castle
A simple dice (e.g., a six-sided die)
Optional: simple obstacles (e.g., cones, small hurdles)
Setup:

Designate the playing area and mark the boundaries.
Place the resource tokens randomly within the playing area.
Each player chooses a lord's castle location and places their token.
Determine the starting player randomly.
Gameplay:

Rounds consist of two phases: Action and Resolution.

Action Phase:

On each player's turn, they roll the dice to determine their action:
1-2: Travel - Move up to 3 steps towards a resource token or their lord's castle.
3-4: Forage - Search for a resource token within 1 step. If found, pick it up and bring it back to your lord's castle.
5-6: Sabotage - Choose another player and force them to move back to their starting position.
Players can also choose to Rest (no action), which allows them to recover from a previous sabotage.
Resolution Phase:

If a player lands on a resource token, they pick it up and add it to their inventory.
If a player lands on another player's lord's castle, they can Trade one of their resources for one of the other player's resources (if they have one).
Players can only hold a maximum of 5 resources. If they acquire a new resource, they must discard an existing one.
Winning Conditions:

The first player to collect and return 5 resources to their lord's castle wins the game.
If all resources are collected and no player has 5 resources at their lord's castle, the game ends, and the player with the most resources at their castle wins.",2025,10.0,6.0,exp_decay
L29,LLama,"Be the first player to collect and return three ancient artifacts to the village, while navigating through a winding river and using strategic gameplay to outmaneuver opponents.

Equipment:

A rectangular playing area (e.g., a large piece of paper, a blanket, or a designated area on a grassy field)
5-6 small objects to serve as ""artifacts"" (e.g., small stones, coins, or beanbags)
5-6 player tokens (e.g., small sticks, stones, or pieces of cloth)
1 six-sided die (or a small stone that can be tossed and caught)
Optional: a small ""river"" obstacle (e.g., a small hurdle, a cone, or a drawn line)
Setup:

Designate the playing area as a winding river, with a ""village"" at one end and a ""ruin"" at the other.
Place the artifacts along the river, spaced out and partially hidden (e.g., under small stones or leaves).
Each player chooses a token and places it at the village.
Gameplay:

Rounds consist of two phases: Exploration and Action.

Exploration Phase:

On each player's turn, they roll the die to determine how many steps they can take along the river. The number on the die indicates the number of steps.
The player can move their token along the river, trying to reach an artifact. If they land on a space with an artifact, they can pick it up.
Action Phase:

After exploring, the player can choose one of the following actions:
Cross the River: The player can try to cross the river (by jumping over a small obstacle or moving to the other side of a drawn line). If they succeed, they can move an extra step on their next turn. If they fail, they must stay in place.
Sabotage: The player can try to sabotage an opponent by moving their token back to the village. The sabotaged player must then start over.
Return to Village: The player can choose to return to the village with an artifact they collected. If they do, they earn a point.
Game End:

The game ends when one player collects and returns three artifacts to the village.
That player is declared the winner.",2025,9.781404495239258,6.0,exp_decay
L30,Mistral," To be the first player to collect a certain number of animal hides and return to the starting point.

Materials:

A game board representing the African savannah
Animal hide tokens (e.g. lion, elephant, giraffe, zebra, etc.)
Dice
Player markers
Setup:

Each player chooses a player marker and places it on the starting point of the game board.
Shuffle the animal hide tokens and place them face down in a pile.
Each player rolls the dice to determine their starting order.
Gameplay:

On each turn, the player rolls the dice and moves their player marker the number of spaces indicated.
If a player lands on a space with an animal hide token, they may pick it up and add it to their collection.
If a player lands on a space with a trap or obstacle, they must roll the dice again and move their player marker the number of spaces indicated.
If a player lands on a space with a watering hole or other resource, they may draw a card from a deck of resource cards to gain an advantage or disadvantage.
The first player to collect a certain number of animal hides (determined by the players before the game begins) wins the game by returning to the starting point with all of their animal hides.
This game is designed to simulate the challenges and opportunities of hunting in the African savannah, while also incorporating elements of strategy and chance. It can be played by 2-5 players and is suitable for all ages.",2025,9.802042007446289,2.0,exp_decay
L31,Mistral,"Equipment needed:

A ball or a small object to serve as the ""prey""
A stick or a long stick-like object to serve as the ""hunter""
Objective:

The objective of the game is for the hunter to catch the prey while the prey tries to avoid being caught.

Setup:

Choose one player to be the hunter and the rest to be the prey.
The hunter stands at one end of the playing area while the prey stands at the other end.
The hunter throws the ball or object towards the prey, trying to hit it.
The prey tries to dodge the ball or object while running towards the other end of the playing area.
Gameplay:

The hunter continues to throw the ball or object towards the prey while the prey tries to dodge it.
If the ball or object hits the prey, the hunter wins the round and the prey becomes the hunter for the next round.
If the prey successfully dodges the ball or object, it becomes the hunter for the next round.
The game continues until a predetermined number of rounds or until a player reaches a certain number of wins.
Variations:

Players can take turns being the hunter and the prey.
Players can use their bodies to dodge the ball or object instead of using a stick.
Players can use their hands to catch the ball or object instead of using a stick.",2025,9.799102783203125,4.5,exp_decay
L32,Mistral,"The objective of the game is to create a rhythmic drum circle that everyone can participate in.

Setup:

Choose a large, flat space to play in.
Each player should find a drum or other percussion instrument to play.
Players should stand in a circle around the space, facing each other.
Gameplay:

The first player starts the game by playing a beat on their drum.
The next player should listen to the first player's beat and then play their own beat, either by adding to or complementing the first player's beat.
Each subsequent player should do the same, listening to the previous player's beat and then playing their own beat.
The goal is to create a continuous, rhythmic drum circle that everyone can participate in.
Players should be encouraged to experiment with different rhythms and beats, but should always listen to the overall rhythm of the circle and try to fit in.
Rules:

Players should take turns playing their drum or percussion instrument.
Players should listen to the overall rhythm of the circle and try to fit in with the other players.
Players should not interrupt or disrupt the rhythm of the circle.
Players should be respectful of each other and try to create a positive and inclusive atmosphere.",2025,9.817756652832031,4.0,exp_decay
L33,Mistral,"Equipment needed:

A deck of cards with numbers and symbols
A cloth or paper to represent the Silk Road
A dice
Objective:

The objective of the game is to be the first player to reach the end of the Silk Road with the most valuable goods.

Setup:

Shuffle the deck of cards and place it face down on the table.
Lay the cloth or paper on the table to represent the Silk Road.
Divide the players into two teams and assign each team a starting point on the Silk Road.
Each player starts with a certain number of goods (e.g. 5 coins, 3 pieces of silk, etc.)
Gameplay:

On each turn, a player rolls the dice and moves their team's piece along the Silk Road the number of spaces indicated by the dice.
When a player lands on a space, they draw a card from the deck and follow the instructions on the card. The instructions could include:
Gaining or losing goods
Moving forward or backward a certain number of spaces
Swapping goods with another player
Drawing an additional card
Players can also collect goods from other players by trading with them or by winning them in battles.
The first player to reach the end of the Silk Road with the most valuable goods wins the game.",2025,9.805032730102539,5.0,exp_decay
L34,Mistral,"Number of players: 2-5

Objective: To be the first player to reach a designated number of points by successfully completing quests and trading with other players.

Equipment:

A deck of quest cards
A set of player tokens
A set of dice
A set of trading cards
Setup:

Shuffle the quest cards and place them face down in a pile.
Each player chooses a player token and places it on the starting space on the game board.
Each player starts with a set of trading cards.
Gameplay:

On each turn, the active player rolls the dice and moves their player token the number of spaces indicated.
If a player lands on a space with a quest, they draw a quest card and read it aloud. The quest may require the player to collect a certain number of resources, trade with other players, or perform a specific action.
The player must then decide whether to attempt the quest or pass it. If they choose to attempt the quest, they must roll the dice and see if they successfully complete it. If they roll a number equal to or greater than the number of resources required, they earn the points indicated on the quest card and keep the card. If they roll a number less than the number of resources required, they fail the quest and must discard the card.
If a player chooses to pass the quest, they may trade resources with other players or perform a specific action indicated on their trading cards.
Once a player has earned a certain number of points (determined by the players before the game begins), they are declared the winner.",2025,10.0,4.5,exp_decay
L35,Mistral,"Name: ""Stone, Paper, Scissors""

Number of players: 2-5

Equipment needed: None

Objective: To be the first player to win a predetermined number of rounds.

Gameplay:

Each player stands facing each other in a circle.
On the count of three, each player simultaneously forms one of three hand gestures: rock (a closed fist), paper (a flat hand), or scissors (a fist with the index and middle fingers extended).
The hand gestures are compared to determine the winner of the round. The rules are as follows:
Rock beats scissors (scissors cut paper, and paper covers rock)
Scissors beats paper (scissors cut paper, and paper covers rock)
Paper beats rock (paper covers rock, and rock crushes scissors)
If two or more players tie in a round, they must replay that round until there is a clear winner.
The first player to win a predetermined number of rounds (e.g. 5) is declared the winner.",2025,9.677459716796875,1.0,exp_decay
L36,Mistral,"Name: ""Chaturanga""

Number of players: 2-5

Equipment needed:

A board with 6x6 squares
Four pieces of wood or stone (one for each player)
Four pieces of cloth or paper (one for each player)
Objective:

The objective of the game is to capture the opponent's king, while protecting your own.

Setup:

Each player chooses a piece of wood or stone to represent them on the board.
Each player chooses a piece of cloth or paper to represent their army.
Place the four pieces of cloth or paper in the four corners of the board.
Place the four pieces of wood or stone in the center of the board, one on each side of the four pieces of cloth or paper.
Place the king piece in the center of the board, on the square where the four pieces of cloth or paper intersect.
Gameplay:

The first player moves their piece diagonally across any number of squares.
The second player moves their piece diagonally across any number of squares, but only if the first player's piece is not on the square they are moving to.
The third player moves their piece diagonally across any number of squares, but only if the second player's piece is not on the square they are moving to.
The fourth player moves their piece diagonally across any number of squares, but only if the third player's piece is not on the square they are moving to.
The fifth player moves their piece diagonally across any number of squares, but only if the fourth player's piece is not on the square they are moving to.
The game ends when one player's king is captured by an opponent's piece.",2025,9.739789962768555,2.0,exp_decay
L37,Mistral,"Equipment needed:

A deck of cards with spice cards (e.g. cinnamon, cardamom, cloves, nutmeg, etc.)
A spice grinder or mortar and pestle
A spice container or bag
A dice
Objective:

The objective of the game is to collect as many spice cards as possible by rolling the dice and moving around the board.

Setup:

Shuffle the spice cards and place them face down in a pile.
Set up the board with spaces for each player to move their spice container or bag.
Each player starts with one spice card in their container or bag.
Gameplay:

Players take turns rolling the dice and moving their spice container or bag the number of spaces indicated on the dice.
If a player lands on a space with a spice card, they can pick it up and add it to their container or bag.
If a player lands on a space with a spice card that they already have in their container or bag, they can discard one of their existing spice cards.
If a player lands on a space with a spice card that they do not have in their container or bag, they must draw a spice card from the pile and add it to their container or bag.
The game ends when all players have reached the end of the board. The player with the most spice cards in their container or bag is declared the winner.",2025,10.0,3.0,exp_decay
L38,Mistral,"Name: ""Chai-Chai""

Number of players: 2-5

Equipment needed:

A large pot or container
A stove or fire pit
A variety of spices (such as cinnamon, cardamom, ginger, and cloves)
Milk or water
Sugar
A small amount of butter or oil
A large spoon or ladle
Objective:

The objective of the game is to make the best-tasting chai.

Gameplay:

Divide the players into two teams.
Each team will take turns adding spices to the pot, starting with cinnamon and ending with cloves.
After all the spices have been added, the teams will take turns adding milk or water to the pot, stirring well to combine.
Once the pot is full, the teams will take turns adding sugar to the pot, stirring well to combine.
Finally, the teams will take turns adding a small amount of butter or oil to the pot, stirring well to combine.
The teams will then take turns pouring the chai into small cups and tasting it.
The team that makes the best-tasting chai will be declared the winner.
Rules:

Players cannot touch the pot or stir the chai once it has been added to the pot.
Players cannot taste the chai until it has been added to the pot.
Players cannot add more than one spice at a time.
Players cannot add more than one cup of milk or water to the pot.
Players cannot add more than one tablespoon of sugar to the pot.
Players cannot add more than one teaspoon of butter or oil to the pot.",2025,10.0,7.5,exp_decay
L39,Mistral,"Name: ""The Great Hunt""

Number of players: 2-5

Equipment needed:

A ball made of animal skin or a stone
A stick or a club
A target made of wood or stone
Objective:

The objective of the game is to hit the target with the ball using the stick or club. The player who hits the target the most times wins.

Gameplay:

The players stand in a circle around the target.
The ball is placed in the center of the circle.
The players take turns hitting the ball with the stick or club.
If the ball hits the target, the player who hit it gets a point.
If the ball goes out of the circle, the player who hit it loses their turn.
The game continues until a predetermined number of points have been scored, or until a set amount of time has passed.",2025,9.717952728271484,6.0,exp_decay
L40,Mistral,"Objective: The objective of the game is to be the first player to gather all the necessary resources (food, water, shelter, and weapons) and establish a permanent settlement in the designated area.

Number of players: 2-5

Equipment needed:

A game board representing the medieval American landscape
A deck of resource cards (food, water, shelter, and weapons)
A set of player tokens
A dice
A piece of paper and pen for keeping score
Setup:

Shuffle the resource cards and place them face down on the game board.
Each player chooses a player token and places it on the starting square of the game board.
Determine the player order by rolling the dice.
Gameplay:

On each turn, the player rolls the dice and moves their player token the number of squares indicated.
If a player lands on a square with a resource card, they may pick it up and add it to their inventory.
If a player lands on a square with a resource card that is already in their inventory, they may discard it and draw a new resource card.
If a player lands on a square with a resource card that is not in their inventory, they must pay the cost of the resource card in order to pick it up.
If a player lands on a square with a resource card that is in their inventory, they may use it to establish a permanent settlement and win the game.
If a player lands on a square with a resource card that is not in their inventory and they do not have the necessary resources to pay the cost, they must discard their current resource cards and draw new ones.
The game continues until one player has established a permanent settlement and won the game.",2025,9.823590278625488,6.0,exp_decay
L41,Mistral,"Number of players: 2-5

Equipment needed:

A deck of cards
A timer
A piece of paper and a pen
Objective:

The objective of the game is to escape from a virtual prison by completing a series of tasks within a set time limit.

Setup:

Shuffle the deck of cards and place them face down on the table.
Write down a list of tasks on the piece of paper. These tasks can be simple, such as ""sing the national anthem"" or ""do five jumping jacks,"" or more challenging, such as ""tell a joke"" or ""solve a math problem.""
Set the timer for a predetermined amount of time (e.g. 10 minutes).
Gameplay:

The first player draws a card from the deck and reads the task out loud.
The player then attempts to complete the task within the time limit.
Once the player has completed the task, they write it down on the piece of paper.
The player then passes the card to the next player, who reads the task and attempts to complete it.
The game continues in this way until all players have completed a task.
Once all players have completed a task, the player with the most tasks completed on their list wins the game.",2025,9.794513702392578,6.0,exp_decay
L42,Mistral,"Number of players: 2-5

Equipment needed:

A small wooden board or cardboard
A set of dice
A few small pieces or tokens to represent the players
A small cloth or paper to represent the castle walls
Objective:

The objective of the game is to capture the castle by rolling the dice and moving your piece around the board.

Setup:

Place the castle walls on the board or cardboard.
Each player chooses a piece or token to represent them.
Each player rolls the dice once to determine their starting position on the board.
Gameplay:

On each turn, the player rolls the dice and moves their piece around the board.
If the player lands on a space with a castle wall, they must roll the dice again to see if they can break through the wall. If they roll a 6, they can break through the wall and move their piece inside the castle.
If the player lands on a space with an enemy piece, they can challenge the enemy to a duel. The two players roll the dice and the higher roller wins the duel. The loser must move their piece back to their previous space.
If the player lands on a space with a treasure chest, they can open it and take the treasure.
The game ends when one player has captured the castle by rolling a 6 on a space with a castle wall.",2025,9.771012306213379,6.0,exp_decay
L43,Mistral,"Objective: To be the first player to collect all four required items (a sword, a shield, a bow, and arrows) and defeat the opponent in a duel.

Number of players: 2-5

Equipment needed:

A deck of cards
A pen and paper
A piece of paper or cloth for each player
A small object (such as a coin or a stone) for each player
Setup:

Shuffle the deck of cards and place it face down on the table.
Each player should draw a piece of paper or cloth and place it in front of them.
Each player should place their small object in front of them.
The player to the left of the dealer goes first.
Gameplay:

On each turn, the player draws a card from the deck.
The player must then choose one of the following actions:
Take a card from another player's pile and add it to their own pile.
Take a card from the top of the deck and add it to their own pile.
Discard a card from their own pile.
If the player draws a card that matches one of the items they need to win (sword, shield, bow, or arrows), they can take that card and place it in front of them.
If the player draws a card that matches an item their opponent needs to win, they can take that card and place it in front of themselves.
If the player draws a card that matches an item they both need to win, the player to the left of the dealer goes again.
If the player draws a card that does not match any of the items needed to win, they must discard it.
The game continues until one player has collected all four required items and defeated their opponent in a duel.
Duel:

The two players with the most items needed to win (sword, shield, bow, and arrows) face off in a duel.
Each player rolls a die to determine the order of attack.
The first player attacks with their sword, shield, bow, or arrows.
The second player defends with their own sword, shield, bow, or arrows.
The first player to defeat their opponent in a duel wins the game.",2025,9.820206642150879,5.5,exp_decay
